,names,link,research_field,subfaculty,faculty,link_CU,research_interest
305,Muhammad Marwan Muhammad Fuad,https://scholar.google.co.uk/citations?hl=en&user=_viSIhoAAAAJ,,,,,
306,Mafalda Stasi,https://scholar.google.co.uk/citations?hl=en&user=-8busdAAAAAJ,"fan studies, queer studies, participatory audiences",,,,
307,Kamel Bentahar,https://scholar.google.co.uk/citations?hl=en&user=5RPtPhYAAAAJ,"Computational Number Theory, Computer Algebra",,,,
308,Donna-Lynn Shepherd,https://scholar.google.co.uk/citations?hl=en&user=-7tHKFIAAAAJ,"Psychology, Education, Conservation","School of Nursing, Midwifery and Health",Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/donna-lynn-shepherd,None: None
309,Seyed M. Shariatipour,https://scholar.google.co.uk/citations?hl=en&user=0V8OMSYAAAAJ,"Reservoir Simulation, Geological Carbon Dioxide Storage, Multiphase Flow, Flow in Porous Media",,,,
310,Sam Amiri,https://scholar.google.co.uk/citations?hl=en&user=w8Ibb8UAAAAJ,"Digital Design, Embedded Systems, Signal and Image Processing","School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/sam-amiri,None: None
311,Menoka Bal,https://scholar.google.co.uk/citations?hl=en&user=dbNlWeoAAAAJ,"Engineering Project Management, Engineering Management",,,,
312,Daniel Goldsmith,https://scholar.google.co.uk/citations?hl=en&user=MsqMxbIAAAAJ,wireless sensor networks,"School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/daniel-goldsmith,None: None
313,Jacek Lewandowski,https://scholar.google.co.uk/citations?hl=en&user=EOpuQkEAAAAJ,"Biomedical Computing, Wireless Sensor Networks","School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/jacek-lewandowski,None: None
314,Harris Beider,https://scholar.google.co.uk/citations?hl=en&user=DPGLZBYAAAAJ,"Race, identity, white working class",,,,
315,Carlos Ferreira,https://scholar.google.co.uk/citations?hl=en&user=c81FKLcAAAAJ,"Critical Management, Business and Society",Faculty Research Centre for Business in Society,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/carlos-ferreira,"Vision Statement: 
Economic phenomena don’t emerge naturally; they are constructed. My research focuses on how people, ideas, technology, data and power all come together in economic assemblages to produce the modern economy – or how they fail to do so. For this purpose, my work takes a multidisciplinary approach, informed by disciplines such as economic geography, economic anthropology, marketing and economics.
My current work looks at a number of specific contexts, including: local and regional economic development; markets for biodiversity offsets; social investment; and cryptocurrencies."
316,Alex Pedcenko,https://scholar.google.co.uk/citations?hl=en&user=JKHhYQsAAAAJ,"Magnetohydrodynamics, Fluid Dynamics, Electromagnetism","School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/alex-pedcenko,"Research Interests: Experimental fluid dynamics and magnetohydrodynamics; Acquisition systems, multichannel measurements, ultrasonic Doppler velocimetry; Programming (MATLAB, PHP, MySQL,VBA, Visual Basic, TestPoint), programming for PC-based measurements, multi-channel data acquisition, measurement automation, data processing, electromagnetic and hydrodynamic numerical modelling, High Performance Computing."
317,Mark Goodwin,https://scholar.google.co.uk/citations?hl=en&user=r_dO5ggAAAAJ,"British politics, public policy, Parliament, higher education pedagogy",School of Humanities,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/mark-goodwin,Education/Academic qualification: None
318,Dr. Hisbel E Arochena,https://scholar.google.co.uk/citations?hl=en&user=stf3t5cAAAAJ,"Artificial Intelligence, Mobile Computing, Computer Networks, Serious Games, Biomedical Computing",,,,
319,Paul Herriotts,https://scholar.google.co.uk/citations?hl=en&user=DC2WZkQAAAAJ,"user centred design, occupant experience, inclusive design",,,https://pureportal.coventry.ac.uk/en/persons/paul-herriotts,External positions: None
320,Witold Bahr,https://scholar.google.co.uk/citations?hl=en&user=WH-IIfQAAAAJ,"RFID, warehousing, logistics, supply chain management",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/witold-bahr,Research Interests: Supply Chain Management and LogisticsDivergence between theory and practice in SCMEnvironmentally sustainable Third Party LogisticsRadio Frequency Identification (RFID)BlockchainTechnology trendsWarehousingMulti-agent simulation in logistics
321,Ioannis (John) Arvanitakis,https://scholar.google.co.uk/citations?hl=en&user=wck4lO8AAAAJ,"Motion Planning, Swarm Robotics, Robotic Exploration, System Identification",,,,
322,Frens Kroeger,https://scholar.google.co.uk/citations?hl=en&user=uzM2Q4cAAAAJ,"Trust, Public Trust, Organizational Trust, Institutional Theory",,,https://pureportal.coventry.ac.uk/en/persons/frens-kroeger,"Vision Statement: Trust underlies absolutely everything we do. Without trust, conducting business would become cumbersome; friendships and family relations would break down; we would be unable to give ourselves into the hands of hospitals, or of the engineers who construct our cars and service the planes we fly in, and we would be suspicious of the water flowing from our taps. In short, societies fundamentally rely on trust.
Having researched trust for over a decade, my fascination with it is still growing. Lately, my work has increasingly taken an international focus, with projects in Eastern Europe, Cuba and Mongolia, among others. Informing this is an interest particularly in how people build – and lose – trust in others, and in important institutions, during significant social and economic transitions. The more unsettled we are, the more we need to rely on trust in order to organise our lives, but the more precarious and fragile it is likely to become."
323,Hailin Liao,https://scholar.google.co.uk/citations?hl=en&user=I6lpGjYAAAAJ,"economic growth, banking performance, productivity and efficiency","School of Economics, Finance and Accounting",Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/hailin-liao,Research Interests: Innovation and technological change; Efficiency and productivity analysis; Economic growth in East Asian Economies
324,S. Ebrahim Abtahizadeh,https://scholar.google.co.uk/citations?hl=en&user=xr8vkd4AAAAJ,HPC - Turbulent Combustion - Aerodynamics - CFD,,,,
325,Mohammad Hossein Zarei,https://scholar.google.co.uk/citations?hl=en&user=PUYk6ZsAAAAJ,"Supply Chain Management, Operations Management, Humanitarian Logistics, Sustainability",,,,
326,Hartwig Busch,https://scholar.google.co.uk/citations?hl=en&user=ibK-kpMAAAAJ,"Internal combustion engines, Hybrid Power Trains, Engine Controls",,,,
327,Dr Mayel Gharanei,https://scholar.google.co.uk/citations?hl=en&user=PtiJRhUAAAAJ,Cardiovascular physiology and pharmacology,,,,
328,Dan Hu,https://scholar.google.co.uk/citations?hl=en&user=i5xR9wQAAAAJ,Biomechanics,"School of Mechanical, Aerospace and Automotive Engineering","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/dan-hu,None: None
329,Luke Owen,https://scholar.google.co.uk/citations?hl=en&user=XZ6pnGcAAAAJ,Sociology of Food and Agriculture,,,https://pureportal.coventry.ac.uk/en/persons/luke-owen,Research Interests: Food systems; Short food chains; Community resilience and sustainable livelihoods
330,Junho Park (박준호),https://scholar.google.co.uk/citations?hl=en&user=dfP8nhUAAAAJ,"Fluid mechanics, Nonlinear dynamical system",,,,
331,Mark Norrish,https://scholar.google.co.uk/citations?hl=en&user=li79PjwAAAAJ,,,,,
332,Elly Harrowell,https://scholar.google.co.uk/citations?hl=en&user=UojuK7MAAAAJ,,,,https://pureportal.coventry.ac.uk/en/persons/elly-harrowell,Research Interests: Urban geography; Collective Memory; Natural resource governance; Post-conflict reconstruction; post-disaster reconstruction; Kyrgyzstan; Central Asia.
333,Will Blewitt,https://scholar.google.co.uk/citations?hl=en&user=oefRvnYAAAAJ,"Heterogeneous Computing, Multi-Agent Systems, Artificial Intelligence","School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/will-blewitt,None: None
334,Laurence Baldwin,https://scholar.google.co.uk/citations?hl=en&user=EHKq8bUAAAAJ,"child mental health, mental health nursing, CAMHS, professional identity, CDA","School of Nursing, Midwifery and Health",Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/laurence-baldwin,None: None
335,Siân Alsop,https://scholar.google.co.uk/citations?hl=en&user=ThdnHy8AAAAJ,,,,,
336,Adekunle Shaibu Shonola,https://scholar.google.co.uk/citations?hl=en&user=69bSJSYAAAAJ,"AI, E-learning, Machine Learning, Big Data, Data Science",,,,
337,Stephen Chukwubuikem Theophilus,https://scholar.google.co.uk/citations?hl=en&user=1Ucrf60AAAAJ,"Process Safety, Health and Safety, Accident Analysis, Oil and Gas Industry, Bioremediation",,,,
338,Dr Masoumeh Faraji,https://scholar.google.co.uk/citations?hl=en&user=d1l9SycAAAAJ,"Casting and Solidification, Thermomechanical Processing, Materials Characterisation, Solid State Welding",,,,
339,Michelle Newman,https://scholar.google.co.uk/citations?hl=en&user=zMsDtZ8AAAAJ,Human Geography,"School of Energy, Construction and Environment","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/michelle-newman,Biography: Dr Michelle Newman is an Associate Professor in human geography at Coventry University. Her PhD research concerned the development of a user-centred method for evaluating primary school environments. She has previously worked on an AHRC funded research project examining the participation of children and young people in the design of school environments. Recent research has focussed on the ways that music and performance is used by young people to create social networks.
340,Dr Samson Ngambi,https://scholar.google.co.uk/citations?hl=en&user=qbh7vFoAAAAJ,"Geotechnics, Soil Mechanics, soil stabilisation, hydraulic fracturing, collapsible soils",,,,
341,Virginia King,https://scholar.google.co.uk/citations?hl=en&user=v_nl5QgAAAAJ,"Higher Education, Academic Identity, Qualitative methods",,,https://pureportal.coventry.ac.uk/en/persons/virginia-king,None: None
342,Stella-Maris Orim,https://scholar.google.co.uk/citations?hl=en&user=uMjm3QgAAAAJ,Academic Misconduct among University Students: Intentional or Accidental,,,,
343,Jennifer Ferreira,https://scholar.google.co.uk/citations?hl=en&user=fsXmfbAAAAAJ,"Geography, Economic Geography, Economic Development, Coffee and Coffee Shop Industries",Faculty Research Centre for Business in Society,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/jennifer-ferreira,Research Interests: Coffee and coffee shop industry; Sustainability; Circular Economy; Labour Markets; Economic Geography; Economic Development;  Urban change; Flexible employment; Precarious employment
344,Josh Brem-Wilson,https://scholar.google.co.uk/citations?hl=en&user=aV6rep0AAAAJ,"Food Sovereignty, Public Sphere Theory, Citizen participation in formal policy-making",,,,
345,Marveh Forghani,https://scholar.google.co.uk/citations?hl=en&user=1HpBBvUAAAAJ,,,,https://pureportal.coventry.ac.uk/en/persons/marveh-forghani,None: None
346,Dr. Sanju Thomas,https://scholar.google.co.uk/citations?hl=en&user=3HjDNSIAAAAJ,"Biosensors, Acoustic Sensors, CMOS Microsensors",,,,
347,Paul Griffiths,https://scholar.google.co.uk/citations?hl=en&user=Q6G2iXMAAAAJ,"Fluid Mechanics, Hydrodynamic Stability, Non-Newtonian Fluids, Boundary Layers","School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/paul-griffiths,Education/Academic qualification: None
348,Dr Ambisisi Ambituuni,https://scholar.google.co.uk/citations?hl=en&user=4ptdD1kAAAAJ,"Risk management, Project management, Environmental management, Knowledge transfer, CSR.",,,,
349,Dr Zahir Ahmad,https://scholar.google.co.uk/citations?hl=en&user=Rx4ax74AAAAJ,"Communication, VLC, Optical Wireless",,,,
